[0.218s] Invoking command in '/home/yong/YongJun_ws/build/yolov8_msgs': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/foxy /usr/bin/cmake --build /home/yong/YongJun_ws/build/yolov8_msgs -- -j8 -l8
[0.258s] [  0%] Built target yolov8_msgs__cpp
[0.262s] [ 12%] Built target yolov8_msgs__rosidl_generator_c
[0.284s] [ 34%] Built target yolov8_msgs__rosidl_typesupport_fastrtps_cpp
[0.284s] [ 35%] Built target yolov8_msgs__rosidl_typesupport_cpp
[0.287s] [ 47%] Built target yolov8_msgs__rosidl_typesupport_c
[0.287s] [ 59%] Built target yolov8_msgs__rosidl_typesupport_introspection_cpp
[0.287s] [ 71%] Built target yolov8_msgs__rosidl_typesupport_introspection_c
[0.307s] [ 83%] Built target yolov8_msgs__rosidl_typesupport_fastrtps_c
[0.322s] [ 83%] Built target yolov8_msgs
[0.337s] [ 84%] Built target yolov8_msgs__py
[0.362s] [ 95%] Built target yolov8_msgs__python
[0.382s] [ 99%] Built target yolov8_msgs__rosidl_typesupport_introspection_c__pyext
[0.382s] [ 99%] Built target yolov8_msgs__rosidl_typesupport_c__pyext
[0.382s] [100%] Built target yolov8_msgs__rosidl_typesupport_fastrtps_c__pyext
[0.530s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/include/yolov8_msgs/msg/detail/point2_d__rosidl_typesupport_introspection_cpp.hpp
[0.530s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/include/yolov8_msgs/msg/detail/pose2_d__rosidl_typesupport_introspection_cpp.hpp
[0.530s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/include/yolov8_msgs/msg/detail/vector2__rosidl_typesupport_introspection_cpp.hpp
[0.530s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/environment/pythonpath.sh
[0.531s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/environment/pythonpath.dsv
[0.531s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/__init__.py
[0.531s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/__init__.py
[0.531s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_bounding_box2_d.py
[0.531s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_bounding_box3_d.py
[0.531s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_detection.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_detection_array.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_key_point2_d.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_key_point2_d_array.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_key_point3_d.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_key_point3_d_array.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_mask.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_point2_d.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_pose2_d.py
[0.532s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/msg/_vector2.py
[0.533s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/yolov8_msgs_s__rosidl_typesupport_fastrtps_c.cpython-38-x86_64-linux-gnu.so
[0.533s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/yolov8_msgs_s__rosidl_typesupport_introspection_c.cpython-38-x86_64-linux-gnu.so
[0.533s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/python3.8/site-packages/yolov8_msgs/yolov8_msgs_s__rosidl_typesupport_c.cpython-38-x86_64-linux-gnu.so
[0.533s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/lib/libyolov8_msgs__python.so
[0.534s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Point2D.idl
[0.534s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Vector2.idl
[0.534s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Pose2D.idl
[0.534s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/BoundingBox2D.idl
[0.534s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/BoundingBox3D.idl
[0.534s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Mask.idl
[0.534s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint2D.idl
[0.535s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint2DArray.idl
[0.535s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint3D.idl
[0.535s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint3DArray.idl
[0.535s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Detection.idl
[0.535s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/DetectionArray.idl
[0.536s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Point2D.msg
[0.536s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Vector2.msg
[0.536s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Pose2D.msg
[0.536s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/BoundingBox2D.msg
[0.536s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/BoundingBox3D.msg
[0.536s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Mask.msg
[0.537s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint2D.msg
[0.537s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint2DArray.msg
[0.537s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint3D.msg
[0.537s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/KeyPoint3DArray.msg
[0.537s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/Detection.msg
[0.537s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/msg/DetectionArray.msg
[0.537s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/ament_index/resource_index/package_run_dependencies/yolov8_msgs
[0.538s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/ament_index/resource_index/parent_prefix_path/yolov8_msgs
[0.538s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/environment/ament_prefix_path.sh
[0.538s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/environment/ament_prefix_path.dsv
[0.538s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/environment/path.sh
[0.538s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/environment/path.dsv
[0.538s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/local_setup.bash
[0.539s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/local_setup.sh
[0.539s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/local_setup.zsh
[0.539s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/local_setup.dsv
[0.539s] -- Symlinking: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/package.dsv
[0.546s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/ament_index/resource_index/packages/yolov8_msgs
[0.546s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/rosidl_cmake-extras.cmake
[0.546s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/ament_cmake_export_dependencies-extras.cmake
[0.546s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/ament_cmake_export_libraries-extras.cmake
[0.547s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/ament_cmake_export_targets-extras.cmake
[0.547s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/ament_cmake_export_include_directories-extras.cmake
[0.547s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/rosidl_cmake_export_typesupport_libraries-extras.cmake
[0.547s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/rosidl_cmake_export_typesupport_targets-extras.cmake
[0.547s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgsConfig.cmake
[0.547s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgsConfig-version.cmake
[0.548s] -- Up-to-date symlink: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/package.xml
[0.548s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/lib/libyolov8_msgs__rosidl_generator_c.so
[0.548s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/lib/libyolov8_msgs__rosidl_typesupport_introspection_c.so
[0.548s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/lib/libyolov8_msgs__rosidl_typesupport_c.so
[0.548s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/lib/libyolov8_msgs__rosidl_typesupport_introspection_cpp.so
[0.548s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/lib/libyolov8_msgs__rosidl_typesupport_cpp.so
[0.572s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_generator_cExport.cmake
[0.572s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_generator_cExport-noconfig.cmake
[0.572s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_introspection_cExport.cmake
[0.572s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_introspection_cExport-noconfig.cmake
[0.572s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_cExport.cmake
[0.573s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_cExport-noconfig.cmake
[0.573s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_generator_cppExport.cmake
[0.573s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_introspection_cppExport.cmake
[0.573s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_introspection_cppExport-noconfig.cmake
[0.573s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_cppExport.cmake
[0.573s] -- Up-to-date: /home/yong/YongJun_ws/install/yolov8_msgs/share/yolov8_msgs/cmake/yolov8_msgs__rosidl_typesupport_cppExport-noconfig.cmake
[0.575s] Invoked command in '/home/yong/YongJun_ws/build/yolov8_msgs' returned '0': CMAKE_PREFIX_PATH=${CMAKE_PREFIX_PATH}:/opt/ros/foxy /usr/bin/cmake --install /home/yong/YongJun_ws/build/yolov8_msgs
